creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,creative_status,fatigue_day,total_days_active,total_spend_usd,total_impressions,total_clicks,total_conversions,total_revenue_usd,overall_ctr,overall_cvr,overall_ipm,overall_roas,first_7d_ctr,last_7d_ctr,ctr_decay_pct,first_7d_cvr,last_7d_cvr,cvr_decay_pct,peak_rolling_ctr_5,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score
500016,20002,EarnPath,EarnPath Invest,fintech,interstitial,360,640,es,2026-01-03,testimonial,earn more,Order now,Secure & simple,"Fast signup, instant card",blue,urgent,8,0.74,74,0.908,0.582,0.02,0.631,0.3,1,2,0,0,0,1,assets/creative_500016.png,stable,,73,42744.79,7207488,27237,2843,275871.82,0.0037789865206851,0.1043800712266402,0.3944508821936297,6.453928537255652,0.0084151568566773,0.0018048194927258,-0.7855275280705257,0.1088988216172287,0.0926099158091674,-0.1495783477374587,0.0087751371115173,209652,1169794,9844,1072,592303,1069,99,0.4858024691358024
500017,20002,EarnPath,EarnPath Invest,fintech,banner,320,480,es,2026-01-17,feature-focus,security,Try for free,Save with confidence,Built for peace of mind,purple,premium,0,0.147,42,0.903,0.734,0.276,0.397,0.0,1,2,0,0,0,0,assets/creative_500017.png,stable,,59,29470.59,6891494,19713,1732,166432.66,0.0028604827922653,0.0878608025161061,0.2513243137119469,5.647415270613856,0.0062253618452546,0.0018866220678647,-0.6969457977285635,0.0914409896355733,0.0653298835705045,-0.2855514378084861,0.0065699879038286,163827,960908,5982,547,819454,1546,101,0.2935185185185185
500018,20003,CloudRoute,CloudRoute Getaway,travel,rewarded_video,360,640,de,2026-01-17,destination,escape,Start now,Last-minute savings,Hotels + flights in one tap,lime,adventurous,20,0.468,60,0.974,0.782,0.272,0.822,0.526,0,1,1,0,0,0,assets/creative_500018.png,top_performer,,32,17985.06,2311860,21863,1286,185054.16,0.0094568875277914,0.0588208388601747,0.5562620573910184,10.289326807917238,0.0131422414760611,0.0055839760043154,-0.575112357014079,0.0593509820666097,0.0594479830148619,0.0016343613007683,0.0139025265435893,98063,534612,7026,417,506091,2826,168,0.8944444444444444
500019,20003,CloudRoute,CloudRoute Getaway,travel,interstitial,360,640,pt,2026-01-07,food-closeup,exclusive,Install now,Last-minute savings,Special fares today,purple,adventurous,8,0.304,51,0.919,0.817,0.164,0.405,0.629,1,2,0,0,0,1,assets/creative_500019.png,stable,,42,28084.0,4435256,21964,1013,145806.05,0.0049521380502049,0.0461209251502458,0.2283971883471889,5.191783577837914,0.0084885106834719,0.0018058458299644,-0.7872599920878198,0.0472536061962623,0.041182682154171,-0.1284753594651887,0.0094243077866305,331465,1657888,14073,665,524408,947,39,0.4132716049382716
500020,20003,CloudRoute,CloudRoute Getaway,travel,native,320,320,de,2026-01-12,wanderlust,last-minute deal,Install now,Fly smarter,Special fares today,lime,adventurous,0,0.131,45,0.849,0.51,0.124,0.616,0.414,0,1,1,0,0,0,assets/creative_500020.png,stable,,37,21792.84,4316594,25773,1399,200379.23,0.0059706796608622,0.0542816125402553,0.3240981199529072,9.194727717911022,0.0092678592885139,0.0025628143389328,-0.7234728906481067,0.055077126904514,0.0531803962460896,-0.0344377197037292,0.0096151395437746,231715,1140177,10567,582,748396,1918,102,0.645679012345679
500021,20003,CloudRoute,CloudRoute Getaway,travel,banner,320,480,pt,2026-01-07,wanderlust,escape,Shop now,Book your next trip,Hotels + flights in one tap,blue,calm,0,0.474,50,0.868,0.499,0.36,0.743,0.503,1,1,1,0,0,0,assets/creative_500021.png,stable,,42,34960.42,7695550,31548,1453,199737.15,0.0040995120556685,0.0460568023329529,0.1888104164094834,5.713236568668226,0.007169252729821,0.001837656200777,-0.7436753494359044,0.0450249009045634,0.0522911051212938,0.1613819035855748,0.0084307388831762,513094,2744777,19678,886,1009438,1855,97,0.3435185185185185
500022,20003,CloudRoute,CloudRoute Getaway,travel,rewarded_video,360,640,ja,2026-01-13,trust,last-minute deal,Learn more,Fly smarter,Hotels + flights in one tap,purple,premium,15,0.314,56,0.898,0.686,0.428,0.177,0.606,0,0,0,0,0,1,assets/creative_500022.png,stable,,36,19093.86,2460143,16784,915,126792.1,0.0068223676428565,0.0545162059103908,0.3719295992143546,6.640464526292745,0.0110450181274936,0.0027989895893696,-0.7465835223572601,0.0541580756013745,0.0663469224620303,0.225060560688505,0.0115505255581929,110402,658668,7275,394,446947,1251,83,0.6885802469135802
500023,20003,CloudRoute,CloudRoute Getaway,travel,interstitial,360,640,pt,2026-01-16,discount,escape,Install now,Escape this weekend,Flexible booking options,orange,premium,0,0.05,71,0.789,0.667,0.281,0.618,0.824,0,0,1,1,0,0,assets/creative_500023.png,fatigued,12.0,33,20600.7,3268936,22590,1258,179330.93,0.0069105054366313,0.0556883576803895,0.3848346985074042,8.705089147456153,0.0121491828251271,0.002487743867369,-0.7952336463137405,0.0527042822229306,0.0544342507645259,0.0328240603728913,0.0122621988645734,156956,774620,9411,496,657222,1635,89,0.7404320987654321
500024,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-02-01,urgency,exclusive,Install now,Dinner in minutes,Fresh favorites nearby,red,calm,0,0.457,79,0.895,0.598,0.253,0.554,0.455,0,3,1,1,0,0,assets/creative_500024.png,stable,,30,12853.94,3024748,17830,1521,27653.42,0.0058947059391393,0.0853056646102075,0.5028518078200234,2.151357482608445,0.0101815975621526,0.0025062794846273,-0.7538422168694102,0.0876218851570964,0.0775577557755775,-0.1148586265118012,0.0105923286287494,128314,725230,7384,647,725378,1818,141,0.5972222222222222
500025,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-17,food-closeup,2-for-1,Shop now,Hungry? We got you,Fresh favorites nearby,red,adventurous,0,0.663,52,0.817,0.729,0.28,0.404,0.611,0,2,1,1,0,0,assets/creative_500025.png,stable,,45,23633.52,5533797,25741,2226,39876.39,0.0046515981702978,0.0864768268521036,0.4022554495584135,1.6872810313486946,0.0088744544106504,0.0018430657948099,-0.792317847438816,0.085007496251874,0.0836473247927656,-0.0160006060533566,0.0094715165196861,350417,1503191,13340,1134,719996,1327,111,0.3759259259259259
500026,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,en,2026-01-28,urgency,2-for-1,Shop now,"Fast food, fast",Free delivery over $15,blue,trustworthy,0,0.411,85,0.697,0.689,0.499,0.491,0.603,0,2,1,1,0,1,assets/creative_500026.png,stable,,34,12847.34,2986462,15669,1343,23813.46,0.005246676502162,0.0857106388410236,0.4496959947925003,1.853571245098207,0.009594826571147,0.002017393553393,-0.7897415301429611,0.0925238172129824,0.0769230769230769,-0.1686132366760638,0.0098066548501122,115213,645452,6193,573,618620,1248,96,0.4817901234567901
500027,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-18,food-closeup,free shipping,Learn more,Dinner in minutes,Fresh favorites nearby,yellow,urgent,0,0.59,34,0.71,0.625,0.524,0.552,0.303,0,1,0,0,0,0,assets/creative_500027.png,stable,,44,20635.61,4766160,22164,1556,28441.45,0.0046502845057656,0.0702039343078866,0.3264682679557547,1.3782703782442098,0.0083949756362692,0.0018269732684963,-0.782373011232669,0.0687840631460251,0.0693400167084377,0.0080825926382439,0.0087446696652841,216610,1267663,10642,732,655182,1197,83,0.2700617283950617
500028,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-28,combo,exclusive,Install now,"Fast food, fast",Late-night deals available,orange,playful,0,0.266,63,0.733,0.53,0.16,0.822,0.273,0,1,1,1,0,1,assets/creative_500028.png,stable,,34,15527.83,3581636,22982,2041,37777.57,0.0064166207844683,0.0888086328430945,0.5698513193412172,2.4328943580654863,0.0106601363067723,0.0030141111739403,-0.7172539743206158,0.0857498867240598,0.0872681281618887,0.0177054628971644,0.0107992263056092,154597,828132,8828,757,786965,2372,207,0.683641975308642
500029,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-16,combo,fast,Get offer,2-for-1 tonight,Free delivery over $15,purple,playful,0,0.527,82,0.893,0.618,0.208,0.293,0.481,1,1,1,1,0,0,assets/creative_500029.png,stable,,46,25811.3,6041272,24133,2058,38006.91,0.0039946885357918,0.085277420958853,0.3406567358662215,1.4724911182311624,0.0073287929916171,0.0018216768209331,-0.751435628893216,0.0836017364514773,0.0948678071539657,0.1347588122051419,0.0079403607566349,660821,1948752,14282,1194,705943,1286,122,0.2435185185185185
500030,20005,MoonScreen,MoonScreen TV,entertainment,rewarded_video,360,640,es,2026-01-24,ugc,late-night,Watch now,Binge starts now,New hits every week,orange,trustworthy,30,0.296,50,0.875,0.303,0.119,0.811,0.619,1,1,0,0,0,1,assets/creative_500030.png,fatigued,14.0,48,25583.29,4263589,26865,2819,61647.38,0.0063010294847838,0.1049320677461381,0.6611800527677504,2.40967365807916,0.0112694915780152,0.0022822334488497,-0.7974856777654513,0.1068516361325849,0.0977552498189717,-0.0851309969865705,0.0116526860763623,191077,837926,9443,1009,605109,1381,135,0.6953703703703704
500031,20005,MoonScreen,MoonScreen TV,entertainment,interstitial,360,640,es,2026-01-27,ugc,new collection,Claim reward,Watch what’s trending,New hits every week,blue,premium,8,0.17,61,0.667,0.612,0.46,0.4,0.71,0,1,0,0,0,1,assets/creative_500031.png,stable,,45,23546.98,4806453,20093,1815,40405.18,0.0041804216123615,0.0903299656596824,0.3776173406876131,1.7159389441873223,0.0086919261755524,0.001857938722505,-0.7862454552673461,0.0926411050250059,0.0861172976985894,-0.0704202235568711,0.0090000257091124,182451,966184,8398,778,724997,1347,116,0.3253086419753086
500032,20005,MoonScreen,MoonScreen TV,entertainment,interstitial,360,640,es,2026-01-24,drama,exclusive,Book now,Watch what’s trending,Start free today,purple,excited,5,0.406,43,0.869,0.619,0.511,0.859,1.0,1,2,1,0,0,0,assets/creative_500032.png,stable,,48,28028.52,5651229,28569,2436,55440.04,0.0050553605242328,0.0852672477160558,0.4310566781137342,1.977986707824744,0.0104382331123167,0.0018522303077651,-0.8225532723943887,0.0861748818365969,0.0698324022346368,-0.1896431913065841,0.0107509796965508,216109,1135058,11848,1021,773122,1432,100,0.4759259259259258
500033,20005,MoonScreen,MoonScreen TV,entertainment,native,320,320,es,2026-01-15,ugc,new collection,Order now,Binge starts now,Start free today,red,urgent,0,0.55,64,0.795,0.413,0.363,0.66,0.806,4,2,1,0,0,1,assets/creative_500033.png,stable,,57,42610.36,10888389,41202,3947,86835.8,0.0037840308607636,0.0957963205669627,0.3624962333729994,2.0379034582200197,0.0069293572239903,0.0018047596829007,-0.739548759782156,0.0989376628582882,0.0941845764854614,-0.0480412234887213,0.0079675225426658,894569,3599901,24945,2468,876571,1582,149,0.3271604938271604
500034,20005,MoonScreen,MoonScreen TV,entertainment,banner,320,480,it,2026-01-16,celebrity,trending,Install now,Exclusive tonight,Cancel anytime,blue,urgent,0,0.425,52,0.778,0.682,0.328,0.888,0.965,1,0,1,0,0,1,assets/creative_500034.png,underperformer,,56,41286.69,11512424,39048,3284,75070.83,0.0033918139220723,0.0841016185207949,0.2852570405676511,1.8182816302299845,0.0064306871451324,0.0018204329865293,-0.7169147020459166,0.0856539527517487,0.0803310613437195,-0.0621441420626144,0.0075121998048031,632352,3534770,22731,1947,1128303,2054,165,0.1950617283950617
500035,20005,MoonScreen,MoonScreen TV,entertainment,rewarded_video,360,640,it,2026-02-02,wanderlust,trending,Start now,Exclusive tonight,New hits every week,lime,adventurous,6,0.115,36,0.593,0.253,0.445,0.538,0.704,3,2,0,0,0,0,assets/creative_500035.png,stable,,39,20757.3,3444976,21796,2234,50879.44,0.0063268945850421,0.102495870801982,0.6484805699662349,2.4511588694097983,0.0108194471914556,0.0028726445957533,-0.7344924796137549,0.1009711510996858,0.1014040561622464,0.0042874133635781,0.0110646339437686,113679,647168,7002,707,669418,1923,195,0.6972222222222223
500036,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,360,640,it,2026-01-14,competitive,free rewards,Claim reward,Level up today,No ads in first week,blue,excited,30,0.523,40,0.626,0.643,0.386,0.676,0.864,1,1,0,0,0,0,assets/creative_500036.png,fatigued,11.0,39,23096.04,4617831,36796,6985,38783.97,0.0079682430994118,0.1898304163496032,1.5126149051361992,1.6792476112788166,0.0148942033115845,0.0024841701479204,-0.8332122842724801,0.1898244947094975,0.1665785298783712,-0.1224603013783933,0.0158221468994042,192091,1059674,15783,2996,761220,1891,315,0.6990740740740741
500037,20006,NeonArena,NeonArena Quest,gaming,native,320,320,pt,2026-01-08,gameplay,security,Watch now,Beat your rivals,Play with friends tonight,lime,calm,0,0.471,63,0.645,0.608,0.265,0.959,0.989,0,1,0,0,1,0,assets/creative_500037.png,fatigued,10.0,45,30535.88,9293532,52248,9559,53789.46,0.0056219745087228,0.1829543714591946,1.0285648126030016,1.7615166158630438,0.010377797831788,0.0017344332056817,-0.832870784939646,0.1869049018455389,0.169263836646964,-0.0943852463171553,0.0119264811526627,557683,3278923,34028,6360,1072973,1861,315,0.5916666666666667
500038,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,360,640,pt,2026-01-17,competitive,competition,Try for free,Beat your rivals,Play with friends tonight,blue,calm,6,0.099,33,0.699,0.705,0.481,0.859,0.809,0,0,0,0,0,0,assets/creative_500038.png,top_performer,,36,20356.02,4066461,38418,7528,41352.09,0.0094475269773889,0.195949815190796,1.8512411652294216,2.0314427869495115,0.0163160522610825,0.0038373046202098,-0.7648141499667394,0.2058050958760178,0.2033023735810113,-0.0121606429828842,0.0168704374387269,163170,933314,15228,3134,757563,2907,591,0.7802469135802469
500039,20006,NeonArena,NeonArena Quest,gaming,interstitial,360,640,fr,2026-01-15,ugc,fast,Get offer,Beat your rivals,Free rewards for new players,blue,adventurous,12,0.323,54,0.718,0.746,0.368,0.733,1.0,2,1,0,0,0,0,assets/creative_500039.png,fatigued,11.0,38,19874.94,4867437,34653,5645,31784.29,0.0071193525463195,0.1629007589530487,1.1597479330497755,1.599214387565447,0.0141183366740507,0.0021228379850515,-0.8496396541560501,0.1682070240295748,0.1646542261251372,-0.0211215787505577,0.0145222380303497,178459,996293,14066,2366,858285,1822,300,0.65
500040,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,360,640,pt,2026-01-14,reward,power-up,Book now,Unlock rare gear,Free rewards for new players,blue,calm,20,0.16,29,0.882,0.603,0.413,0.469,0.719,1,1,0,0,1,0,assets/creative_500040.png,fatigued,11.0,39,20224.68,4072614,30192,5935,34330.45,0.0074134204714711,0.1965752517223105,1.4572949953027712,1.6974533095208426,0.0144864146699202,0.0019422001243008,-0.8659295506476411,0.1981838819523269,0.1925925925925926,-0.028212634169106,0.0152759093524121,194060,912234,13215,2619,695088,1350,260,0.6895061728395063
500041,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,360,640,it,2026-01-05,fantasy,fast,Shop now,Unlock rare gear,Play with friends tonight,blue,playful,6,0.363,29,0.705,0.285,0.457,0.514,0.95,1,2,0,0,1,0,assets/creative_500041.png,stable,,48,37748.35,7541500,47107,8746,49693.26,0.0062463700855267,0.1856624280892436,1.1597162368229132,1.316435287900001,0.0107406213717396,0.0018234179613489,-0.8302316134011848,0.1884791516027958,0.1928512053200332,0.0231964844920946,0.0122415796326623,750544,3090324,33192,6256,659750,1203,232,0.5780864197530864
500042,20007,ThreadMark,ThreadMark Shop,ecommerce,banner,320,480,ja,2026-01-06,discount,limited offer,Try for free,Flash sale live,Shop bestsellers now,blue,premium,0,0.05,73,0.835,0.754,0.517,0.458,0.348,1,2,1,0,0,0,assets/creative_500042.png,stable,,44,13416.15,2265668,10959,626,24986.12,0.0048369840594473,0.0571220001824984,0.2762982043264944,1.862391222519128,0.0079058134962839,0.0020065105902783,-0.7461980868608302,0.0611496127191194,0.0551053484602917,-0.0988438681793625,0.0081133591834029,172689,620556,4906,300,307499,617,34,0.3040123456790123
500043,20007,ThreadMark,ThreadMark Shop,ecommerce,interstitial,360,640,en,2026-01-07,product-focus,free rewards,Order now,Your next favorite pick,Free shipping over $25,red,excited,12,0.27,76,0.878,0.586,0.329,0.675,0.493,3,1,1,1,0,0,assets/creative_500043.png,stable,,43,14558.13,1743742,15036,1062,41622.38,0.0086228352588857,0.0706304868316041,0.6090350522038237,2.8590471441043595,0.0129309536314525,0.0038818991194518,-0.6997979244152819,0.0732547597461468,0.0775681341719077,0.0588818315793844,0.0133841603510429,80049,426496,5515,404,245756,954,74,0.7777777777777778
500044,20007,ThreadMark,ThreadMark Shop,ecommerce,native,320,320,en,2026-01-01,product-focus,free shipping,Claim reward,Flash sale live,Shop bestsellers now,purple,playful,0,0.783,49,0.781,0.53,0.531,0.97,0.48,2,3,0,0,0,1,assets/creative_500044.png,stable,,49,21663.49,3232771,23259,1378,53454.9,0.0071947564488793,0.0592458833139859,0.4262597010428515,2.467511005844395,0.0096966672047986,0.0026765579085642,-0.7239713551023332,0.0599628548686654,0.0624113475177304,0.0408334902403815,0.0098669885696568,307857,1554761,15076,904,263398,705,44,0.649074074074074
500045,20007,ThreadMark,ThreadMark Shop,ecommerce,rewarded_video,360,640,en,2026-01-12,minimalist,limited offer,Install now,Limited stock,Only this weekend,purple,premium,30,0.461,56,0.649,0.676,0.482,0.356,0.152,1,3,0,1,0,1,assets/creative_500045.png,stable,,38,10335.37,1012224,6952,469,18395.06,0.0068680450177035,0.0674626006904487,0.4633361785533637,1.779816300722664,0.0117866397017,0.0023162193698949,-0.8034877260597946,0.0700402144772118,0.0755667506297229,0.0789051860243694,0.0121943115364168,40070,253168,2984,209,171400,397,30,0.578395061728395
