creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,creative_status,fatigue_day,total_days_active,total_spend_usd,total_impressions,total_clicks,total_conversions,total_revenue_usd,overall_ctr,overall_cvr,overall_ipm,overall_roas,first_7d_ctr,last_7d_ctr,ctr_decay_pct,first_7d_cvr,last_7d_cvr,cvr_decay_pct,peak_rolling_ctr_5,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score,n_observed_distinct_days,first_7d_ipm,first_7d_revenue_usd,first_7d_roas,first_7d_spend_usd,last_7d_ipm,last_7d_revenue_usd,last_7d_roas,last_7d_spend_usd
500010,20001,VantaStyle,VantaStyle Drops,ecommerce,native,320,320,es,2026-01-24,fantasy,free shipping,Watch now,Limited stock,Shop bestsellers now,orange,premium,0,0.519,35,0.681,0.699,0.491,0.553,0.503,1,3,1,0,0,0,assets/creative_500010.png,stable,,52,22753.85,8040694,29217,1552,58894.66,0.0036336415737248,0.0531197590443919,0.1930181648499495,2.588338237265342,0.008476499329290886,0.0017798570521092604,-0.7900245156678191,0.00046748568818776406,7.790620093407538e-05,-0.8333506182059105,0.0087698018892196,277158,1392556.0,11804.0,651.0,1001204.0,1782.0,78.0,0.2487654320987654,52,0.46748568818776404,24293.73,6.1207767078351045,3969.06,0.07790620093407538,2976.16,1.0270837359542806,2897.6800000000003
500011,20001,VantaStyle,VantaStyle Drops,ecommerce,interstitial,360,640,en,2026-01-24,ugc,before/after,Start now,Flash sale live,Free shipping over $25,blue,trustworthy,8,0.606,69,0.754,0.568,0.761,0.47,0.665,1,2,0,0,0,1,assets/creative_500011.png,underperformer,,52,23264.98,6490290,25835,1197,46014.16,0.003980561731448,0.0463324946777627,0.184429355236823,1.977829338344585,0.010047581237350972,0.00176110231399774,-0.824723754663361,0.0004741919334493796,7.558379030033219e-05,-0.8406050694483169,0.0109228910516131,252918,1172521.0,11781.0,556.0,793821.0,1398.0,60.0,0.2095679012345679,52,0.4741919334493796,20976.09,4.993058878137608,4201.05,0.07558379030033219,2342.9900000000002,0.8149558781074022,2874.99
500012,20002,EarnPath,EarnPath Invest,fintech,native,320,320,es,2026-01-03,trust,last-minute deal,Book now,"Your money, clearer",Built for peace of mind,blue,excited,0,0.41,45,0.746,0.936,0.329,0.377,0.375,1,1,0,0,0,0,assets/creative_500012.png,stable,,73,40744.96,8514775,25553,2629,252047.1,0.0030010188172911,0.1028842014636246,0.3087574245943081,6.185969994816537,0.0065055820933958425,0.0018688442765193065,-0.7127321967981208,0.0006888346170705743,0.00019007655296896675,-0.7240606841489609,0.0070110796408371,260428,1421241.0,9246.0,979.0,689196.0,1288.0,131.0,0.3620370370370371,73,0.6888346170705743,90780.1,13.402817866270205,6773.209999999999,0.19007655296896675,12991.849999999999,3.8757461762661505,3352.0899999999997
500013,20002,EarnPath,EarnPath Invest,fintech,banner,320,480,es,2026-01-03,minimalist,save smarter,Claim reward,Secure & simple,Built for peace of mind,blue,excited,0,0.161,37,0.9,0.74,0.47,0.228,0.343,0,1,0,0,0,0,assets/creative_500013.png,stable,,73,42570.83,9950237,26349,2234,216512.44,0.0026480776287037,0.0847850013283236,0.2245172652671489,5.085934194846565,0.005635397454392725,0.0018509379603500538,-0.671551478785712,0.0005094866784755574,0.00016244934226476536,-0.6811509522666374,0.0060775771736367,299274,1642830.0,9258.0,837.0,812561.0,1504.0,132.0,0.2617283950617284,73,0.5094866784755574,81976.54,11.455557185877682,7156.05,0.16244934226476537,12618.9,3.6023637220057383,3502.95
500014,20002,EarnPath,EarnPath Invest,fintech,native,320,320,pt,2026-01-16,feature-focus,new collection,Order now,Secure & simple,Built for peace of mind,white,playful,0,0.287,16,0.99,0.98,0.192,0.05,0.546,1,1,0,0,0,0,assets/creative_500014.png,stable,,60,29998.18,6342304,19819,2076,197573.29,0.0031248896300145,0.1047479691205408,0.3273258424698658,6.586175894670943,0.006859707139012619,0.0018312867994855664,-0.7330371745652745,0.0007065697698886101,0.0001794849995074284,-0.7459769619980714,0.0069870613349204,160056,902954.0,6194.0,638.0,741009.0,1357.0,133.0,0.3932098765432099,60,0.7065697698886101,60076.23999999999,14.002773692343906,4290.31,0.17948499950742838,13796.53,3.9774582838428456,3468.68
500015,20002,EarnPath,EarnPath Invest,fintech,banner,320,480,pt,2026-01-19,fantasy,free rewards,Start now,Track every euro,Built for peace of mind,blue,calm,0,0.601,47,0.861,0.794,0.128,0.278,0.38,1,2,0,0,0,1,assets/creative_500015.png,stable,,57,25779.45,6070745,16962,1607,156400.23,0.0027940557542772,0.0947411861808749,0.2647121564157282,6.06685674054334,0.006057852686201429,0.0017546841029126947,-0.7103455310312329,0.0006190412453925829,0.000140266830670961,-0.77341278676511,0.0062661532251175,148195,777008.0,4707.0,481.0,741444.0,1301.0,104.0,0.3101851851851852,57,0.6190412453925829,47391.880000000005,14.082261630256497,3365.36,0.140266830670961,10118.19,3.2523601508182183,3111.0299999999997
500016,20002,EarnPath,EarnPath Invest,fintech,interstitial,360,640,es,2026-01-03,testimonial,earn more,Order now,Secure & simple,"Fast signup, instant card",blue,urgent,8,0.74,74,0.908,0.582,0.02,0.631,0.3,1,2,0,0,0,1,assets/creative_500016.png,stable,,73,42744.79,7207488,27237,2843,275871.82,0.0037789865206851,0.1043800712266402,0.3944508821936297,6.453928537255652,0.00841515685667733,0.0018048194927258515,-0.7855275280705257,0.000916400665416304,0.0001671441812720854,-0.817607966056905,0.0087751371115173,209652,1169794.0,9844.0,1072.0,592303.0,1069.0,99.0,0.4858024691358024,73,0.916400665416304,105340.9,14.952512622373503,7045.03,0.1671441812720854,9465.63,2.695232617404947,3511.99
500017,20002,EarnPath,EarnPath Invest,fintech,banner,320,480,es,2026-01-17,feature-focus,security,Try for free,Save with confidence,Built for peace of mind,purple,premium,0,0.147,42,0.903,0.734,0.276,0.397,0.0,1,2,0,0,0,0,assets/creative_500017.png,stable,,59,29470.59,6891494,19713,1732,166432.66,0.0028604827922653,0.0878608025161061,0.2513243137119469,5.647415270613856,0.0062253618452546965,0.0018866220678647,-0.6969457977285635,0.0005692532479696287,0.00012325280003514536,-0.783483360921076,0.0065699879038286,163827,960908.0,5982.0,547.0,819454.0,1546.0,101.0,0.2935185185185185,59,0.5692532479696287,51442.21000000001,12.377549571833143,4156.09,0.12325280003514535,9954.73,2.8850108679901463,3450.5
500018,20003,CloudRoute,CloudRoute Getaway,travel,rewarded_video,360,640,de,2026-01-17,destination,escape,Start now,Last-minute savings,Hotels + flights in one tap,lime,adventurous,20,0.468,60,0.974,0.782,0.272,0.822,0.526,0,1,1,0,0,0,assets/creative_500018.png,top_performer,,32,17985.06,2311860,21863,1286,185054.16,0.0094568875277914,0.0588208388601747,0.5562620573910184,10.289326807917238,0.013142241476061143,0.005583976004315429,-0.575112357014079,0.0007800049381607596,0.0003319561106599406,-0.5744179370932083,0.0139025265435893,98063,534612.0,7026.0,417.0,506091.0,2826.0,168.0,0.8944444444444444,32,0.7800049381607597,60778.310000000005,14.536370637532526,4181.120000000001,0.3319561106599406,23536.149999999998,5.965012545302481,3945.7
500019,20003,CloudRoute,CloudRoute Getaway,travel,interstitial,360,640,pt,2026-01-07,food-closeup,exclusive,Install now,Last-minute savings,Special fares today,purple,adventurous,8,0.304,51,0.919,0.817,0.164,0.405,0.629,1,2,0,0,0,1,assets/creative_500019.png,stable,,42,28084.0,4435256,21964,1013,145806.05,0.0049521380502049,0.0461209251502458,0.2283971883471889,5.191783577837914,0.008488510683471983,0.0018058458299644552,-0.7872599920878199,0.00040111274102955084,7.436957483486141e-05,-0.8145918410769643,0.0094243077866305,331465,1657888.0,14073.0,665.0,524408.0,947.0,39.0,0.4132716049382716,42,0.40111274102955086,96650.45000000001,9.217516155612694,10485.52,0.07436957483486141,5889.99,1.7578963704899735,3350.5899999999997
500020,20003,CloudRoute,CloudRoute Getaway,travel,native,320,320,de,2026-01-12,wanderlust,last-minute deal,Install now,Fly smarter,Special fares today,lime,adventurous,0,0.131,45,0.849,0.51,0.124,0.616,0.414,0,1,1,0,0,0,assets/creative_500020.png,stable,,37,21792.84,4316594,25773,1399,200379.23,0.0059706796608622,0.0542816125402553,0.3240981199529072,9.194727717911022,0.009267859288513976,0.0025628143389328645,-0.7234728906481067,0.0005104470621666636,0.0001362914820496101,-0.7329958537304496,0.0096151395437746,231715,1140177.0,10567.0,582.0,748396.0,1918.0,102.0,0.645679012345679,37,0.5104470621666636,82264.19,14.222027633517051,5784.28,0.1362914820496101,14881.400000000001,3.9420091759644835,3775.08
500021,20003,CloudRoute,CloudRoute Getaway,travel,banner,320,480,pt,2026-01-07,wanderlust,escape,Shop now,Book your next trip,Hotels + flights in one tap,blue,calm,0,0.474,50,0.868,0.499,0.36,0.743,0.503,1,1,1,0,0,0,assets/creative_500021.png,stable,,42,34960.42,7695550,31548,1453,199737.15,0.0040995120556685,0.0460568023329529,0.1888104164094834,5.713236568668226,0.007169252729821038,0.001837656200777066,-0.7436753494359044,0.00032279489371996343,9.609307357163094e-05,-0.7023091893919634,0.0084307388831762,513094,2744777.0,19678.0,886.0,1009438.0,1855.0,97.0,0.3435185185185185,42,0.32279489371996345,119313.15000000001,9.669173243086858,12339.539999999999,0.09609307357163094,14452.32,3.0952454381906964,4669.2
500022,20003,CloudRoute,CloudRoute Getaway,travel,rewarded_video,360,640,ja,2026-01-13,trust,last-minute deal,Learn more,Fly smarter,Hotels + flights in one tap,purple,premium,15,0.314,56,0.898,0.686,0.428,0.177,0.606,0,0,0,0,0,1,assets/creative_500022.png,stable,,36,19093.86,2460143,16784,915,126792.1,0.0068223676428565,0.0545162059103908,0.3719295992143546,6.640464526292745,0.011045018127493669,0.002798989589369657,-0.74658352235726,0.0005981769267673548,0.00018570434525793885,-0.689549467811279,0.0115505255581929,110402,658668.0,7275.0,394.0,446947.0,1251.0,83.0,0.6885802469135802,36,0.5981769267673548,54431.19,10.747615258397193,5064.49,0.18570434525793886,11426.160000000002,3.318191718285809,3443.4900000000002
500023,20003,CloudRoute,CloudRoute Getaway,travel,interstitial,360,640,pt,2026-01-16,discount,escape,Install now,Escape this weekend,Flexible booking options,orange,premium,0,0.05,71,0.789,0.667,0.281,0.618,0.824,0,0,1,1,0,0,assets/creative_500023.png,fatigued,12.0,33,20600.7,3268936,22590,1258,179330.93,0.0069105054366313,0.0556883576803895,0.3848346985074042,8.705089147456153,0.012149182825127159,0.002487743867369017,-0.7952336463137405,0.0006403139603934833,0.00013541847351427675,-0.788512383158006,0.0122621988645734,156956,774620.0,9411.0,496.0,657222.0,1635.0,89.0,0.7404320987654321,33,0.6403139603934833,69764.87,14.13961694365626,4934.0,0.13541847351427674,12999.61,3.1916391277234095,4073.0199999999995
500024,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-02-01,urgency,exclusive,Install now,Dinner in minutes,Fresh favorites nearby,red,calm,0,0.457,79,0.895,0.598,0.253,0.554,0.455,0,3,1,1,0,0,assets/creative_500024.png,stable,,30,12853.94,3024748,17830,1521,27653.42,0.0058947059391393,0.0853056646102075,0.5028518078200234,2.151357482608445,0.010181597562152696,0.0025062794846273254,-0.7538422168694102,0.0008921307723067165,0.00019438141217406648,-0.7821155617449795,0.0105923286287494,128314,725230.0,7384.0,647.0,725378.0,1818.0,141.0,0.5972222222222222,30,0.8921307723067164,11361.03,3.7519046785576293,3028.07,0.1943814121740665,2485.13,0.7818217854176629,3178.6400000000003
500025,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-17,food-closeup,2-for-1,Shop now,Hungry? We got you,Fresh favorites nearby,red,adventurous,0,0.663,52,0.817,0.729,0.28,0.404,0.611,0,2,1,1,0,0,assets/creative_500025.png,stable,,45,23633.52,5533797,25741,2226,39876.39,0.0046515981702978,0.0864768268521036,0.4022554495584135,1.6872810313486946,0.00887445441065041,0.0018430657948099712,-0.792317847438816,0.0007543951500507919,0.00015416752315290642,-0.7956408877462605,0.0094715165196861,350417,1503191.0,13340.0,1134.0,719996.0,1327.0,111.0,0.3759259259259259,45,0.7543951500507919,20794.840000000004,3.265849582872651,6367.360000000001,0.1541675231529064,2046.2399999999998,0.6625223405081979,3088.56
500026,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,en,2026-01-28,urgency,2-for-1,Shop now,"Fast food, fast",Free delivery over $15,blue,trustworthy,0,0.411,85,0.697,0.689,0.499,0.491,0.603,0,2,1,1,0,1,assets/creative_500026.png,stable,,34,12847.34,2986462,15669,1343,23813.46,0.005246676502162,0.0857106388410236,0.4496959947925003,1.853571245098207,0.009594826571147042,0.002017393553393036,-0.7897415301429612,0.0008877499798590755,0.000155184119491772,-0.825193891284113,0.0098066548501122,115213,645452.0,6193.0,573.0,618620.0,1248.0,96.0,0.4817901234567901,34,0.8877499798590754,9935.33,3.5981015981776494,2761.2700000000004,0.155184119491772,1690.54,0.6417099714169667,2634.4300000000003
500027,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-18,food-closeup,free shipping,Learn more,Dinner in minutes,Fresh favorites nearby,yellow,urgent,0,0.59,34,0.71,0.625,0.524,0.552,0.303,0,1,0,0,0,0,assets/creative_500027.png,stable,,44,20635.61,4766160,22164,1556,28441.45,0.0046502845057656,0.0702039343078866,0.3264682679557547,1.3782703782442098,0.00839497563626926,0.0018269732684963872,-0.782373011232669,0.0005774405342744877,0.00012668235696340865,-0.780614020935375,0.0087446696652841,216610,1267663.0,10642.0,732.0,655182.0,1197.0,83.0,0.2700617283950617,44,0.5774405342744877,13314.65,2.422541233408841,5496.15,0.12668235696340865,1496.79,0.5270146084862313,2840.1299999999997
500028,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-28,combo,exclusive,Install now,"Fast food, fast",Late-night deals available,orange,playful,0,0.266,63,0.733,0.53,0.16,0.822,0.273,0,1,1,1,0,1,assets/creative_500028.png,stable,,34,15527.83,3581636,22982,2041,37777.57,0.0064166207844683,0.0888086328430945,0.5698513193412172,2.4328943580654863,0.01066013630677235,0.003014111173940391,-0.7172539743206157,0.0009141054807687663,0.0002630358402216109,-0.7122478250536287,0.0107992263056092,154597,828132.0,8828.0,757.0,786965.0,2372.0,207.0,0.683641975308642,34,0.9141054807687663,14471.600000000002,4.029245692775445,3591.6400000000003,0.26303584022161086,3668.14,1.0616104142669438,3455.2599999999998
500029,20004,SnapMeal,SnapMeal Bites,food_delivery,banner,320,480,it,2026-01-16,combo,fast,Get offer,2-for-1 tonight,Free delivery over $15,purple,playful,0,0.527,82,0.893,0.618,0.208,0.293,0.481,1,1,1,1,0,0,assets/creative_500029.png,stable,,46,25811.3,6041272,24133,2058,38006.91,0.0039946885357918,0.085277420958853,0.3406567358662215,1.4724911182311624,0.007328792991617199,0.0018216768209331348,-0.751435628893216,0.0006126998201926156,0.0001728184853451341,-0.7179393894863477,0.0079403607566349,660821,1948752.0,14282.0,1194.0,705943.0,1286.0,122.0,0.2435185185185185,46,0.6126998201926156,22129.87,2.638280446209402,8387.99,0.1728184853451341,2244.29,0.7460673634381149,3008.1600000000003
500030,20005,MoonScreen,MoonScreen TV,entertainment,rewarded_video,360,640,es,2026-01-24,ugc,late-night,Watch now,Binge starts now,New hits every week,orange,trustworthy,30,0.296,50,0.875,0.303,0.119,0.811,0.619,1,1,0,0,0,1,assets/creative_500030.png,fatigued,14.0,48,25583.29,4263589,26865,2819,61647.38,0.0063010294847838,0.1049320677461381,0.6611800527677504,2.40967365807916,0.011269491578015243,0.0022822334488497116,-0.7974856777654512,0.0012041636134933157,0.00022310030093751704,-0.814725923921338,0.0116526860763623,191077,837926.0,9443.0,1009.0,605109.0,1381.0,135.0,0.6953703703703704,48,1.2041636134933156,21640.949999999997,4.386993257625207,4932.9800000000005,0.22310030093751704,3020.4700000000003,0.8334492254543248,3624.06
500031,20005,MoonScreen,MoonScreen TV,entertainment,interstitial,360,640,es,2026-01-27,ugc,new collection,Claim reward,Watch what’s trending,New hits every week,blue,premium,8,0.17,61,0.667,0.612,0.46,0.4,0.71,0,1,0,0,0,1,assets/creative_500031.png,stable,,45,23546.98,4806453,20093,1815,40405.18,0.0041804216123615,0.0903299656596824,0.3776173406876131,1.7159389441873223,0.008691926175552483,0.0018579387225050586,-0.7862454552673461,0.0008052296456989559,0.00016000066207170512,-0.8012980980937168,0.0090000257091124,182451,966184.0,8398.0,778.0,724997.0,1347.0,116.0,0.3253086419753086,45,0.8052296456989558,16330.57,3.4205662483793193,4774.2300000000005,0.16000066207170513,2726.2200000000003,0.7533075435203096,3619.0
500032,20005,MoonScreen,MoonScreen TV,entertainment,interstitial,360,640,es,2026-01-24,drama,exclusive,Book now,Watch what’s trending,Start free today,purple,excited,5,0.406,43,0.869,0.619,0.511,0.859,1.0,1,2,1,0,0,0,assets/creative_500032.png,stable,,48,28028.52,5651229,28569,2436,55440.04,0.0050553605242328,0.0852672477160558,0.4310566781137342,1.977986707824744,0.010438233112316727,0.0018522303077651392,-0.8225532723943886,0.000899513505036747,0.00012934569188304045,-0.8562048361044269,0.0107509796965508,216109,1135058.0,11848.0,1021.0,773122.0,1432.0,100.0,0.4759259259259258,48,0.899513505036747,23339.27,4.1931326770953286,5566.070000000001,0.12934569188304046,2351.06,0.6054486411874834,3883.17
500033,20005,MoonScreen,MoonScreen TV,entertainment,native,320,320,es,2026-01-15,ugc,new collection,Order now,Binge starts now,Start free today,red,urgent,0,0.55,64,0.795,0.413,0.363,0.66,0.806,4,2,1,0,0,1,assets/creative_500033.png,stable,,57,42610.36,10888389,41202,3947,86835.8,0.0037840308607636,0.0957963205669627,0.3624962333729994,2.0379034582200197,0.006929357223990326,0.0018047596829007576,-0.739548759782156,0.000685574408851799,0.00016998052639204353,-0.752061156021376,0.0079675225426658,894569,3599901.0,24945.0,2468.0,876571.0,1582.0,149.0,0.3271604938271604,57,0.685574408851799,53118.09,3.769574353482688,14091.27,0.16998052639204353,3347.3599999999997,0.9497511675547459,3524.46
500034,20005,MoonScreen,MoonScreen TV,entertainment,banner,320,480,it,2026-01-16,celebrity,trending,Install now,Exclusive tonight,Cancel anytime,blue,urgent,0,0.425,52,0.778,0.682,0.328,0.888,0.965,1,0,1,0,0,1,assets/creative_500034.png,underperformer,,56,41286.69,11512424,39048,3284,75070.83,0.0033918139220723,0.0841016185207949,0.2852570405676511,1.8182816302299845,0.006430687145132498,0.0018204329865293277,-0.7169147020459165,0.0005508137728904568,0.00014623731391301805,-0.7345067950178126,0.0075121998048031,632352,3534770.0,22731.0,1947.0,1128303.0,2054.0,165.0,0.1950617283950617,56,0.5508137728904567,44456.05,3.4690256992900586,12815.140000000001,0.14623731391301806,3502.4,0.8772294537102668,3992.57
